Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_pyrotech_dense_coal_ore:4, Blue Schist Dense Coal Ore
undergroundbiomes:metamorphic_stone_pyrotech_dense_coal_ore:5, Green Schist Dense Coal Ore
undergroundbiomes:metamorphic_stone_pyrotech_dense_coal_ore:6, Soapstone Dense Coal Ore
undergroundbiomes:metamorphic_stone_pyrotech_dense_coal_ore:7, Migmatite Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:0, Limestone Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:1, Chalk Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:2, Shale Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:3, Siltstone Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:4, Lignite Block Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:5, Dolomite Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:6, Greywacke Dense Coal Ore
undergroundbiomes:sedimentary_stone_pyrotech_dense_coal_ore:7, Chert Dense Coal Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:0, Red Granite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:1, Black Granite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:2, Rhyolite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:3, Andesite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:4, Gabbro Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:5, Basalt Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:6, Komatiite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:7, Dacite Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:0, Gneiss Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:1, Eclogite Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:2, Marble Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:3, Quartzite Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:4, Blue Schist Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:5, Green Schist Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:6, Soapstone Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:7, Migmatite Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:0, Limestone Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:1, Chalk Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:2, Shale Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:3, Siltstone Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:4, Lignite Block Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:5, Dolomite Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:6, Greywacke Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:7, Chert Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_iceandfire_silver_ore:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_iceandfire_silver_ore:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_iceandfire_silver_ore:7, Chert Silver Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:0, Red Granite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:1, Black Granite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:2, Rhyolite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:3, Andesite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:4, Gabbro Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:5, Basalt Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:6, Komatiite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:7, Dacite Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:0, Gneiss Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:1, Eclogite Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:2, Marble Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:3, Quartzite Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:4, Blue Schist Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:5, Green Schist Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:6, Soapstone Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:7, Migmatite Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:0, Limestone Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:1, Chalk Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:2, Shale Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:3, Siltstone Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:4, Lignite Block Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:5, Dolomite Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:6, Greywacke Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:7, Chert Tin Ore
undergroundbiomes:igneous_stone_diamond_ore:0, Red Granite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:1, Black Granite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:2, Rhyolite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:3, Andesite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:4, Gabbro Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:5, Basalt Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:6, Komatiite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:7, Dacite Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:0, Gneiss Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:1, Eclogite Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:2, Marble Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:3, Quartzite Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:4, Blue Schist Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:5, Green Schist Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:6, Soapstone Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:7, Migmatite Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:0, Limestone Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:1, Chalk Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:2, Shale Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:3, Siltstone Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:4, Lignite Block Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:5, Dolomite Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:6, Greywacke Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:7, Chert Diamond Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:0, Red Granite Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:1, Black Granite Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:2, Rhyolite Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:3, Andesite Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:4, Gabbro Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:5, Basalt Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:6, Komatiite Mythril Ore
undergroundbiomes:igneous_stone_simpleores_mythril_ore:7, Dacite Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:0, Gneiss Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:1, Eclogite Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:2, Marble Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:3, Quartzite Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:4, Blue Schist Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:5, Green Schist Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:6, Soapstone Mythril Ore
undergroundbiomes:metamorphic_stone_simpleores_mythril_ore:7, Migmatite Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:0, Limestone Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:1, Chalk Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:2, Shale Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:3, Siltstone Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:4, Lignite Block Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:5, Dolomite Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:6, Greywacke Mythril Ore
undergroundbiomes:sedimentary_stone_simpleores_mythril_ore:7, Chert Mythril Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:0, Red Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:1, Black Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:2, Rhyolite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:3, Andesite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:4, Gabbro Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:5, Basalt Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:6, Komatiite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:7, Dacite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:0, Gneiss Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:1, Eclogite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:2, Marble Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:3, Quartzite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:4, Blue Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:5, Green Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:6, Soapstone Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:7, Migmatite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:0, Limestone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:1, Chalk Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:2, Shale Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:3, Siltstone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:4, Lignite Block Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:5, Dolomite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:6, Greywacke Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:7, Chert Malachite Ore
undergroundbiomes:igneous_stone_iron_ore:0, Red Granite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:1, Black Granite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:2, Rhyolite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:3, Andesite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:4, Gabbro Iron Ore
undergroundbiomes:igneous_stone_iron_ore:5, Basalt Iron Ore
undergroundbiomes:igneous_stone_iron_ore:6, Komatiite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:7, Dacite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:0, Gneiss Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:1, Eclogite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:2, Marble Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:3, Quartzite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:4, Blue Schist Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:5, Green Schist Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:6, Soapstone Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:7, Migmatite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:0, Limestone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:1, Chalk Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:2, Shale Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:3, Siltstone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:4, Lignite Block Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:5, Dolomite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:6, Greywacke Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:7, Chert Iron Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:0, Red Granite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:1, Black Granite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:2, Rhyolite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:3, Andesite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:4, Gabbro Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:5, Basalt Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:6, Komatiite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:7, Dacite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:0, Gneiss Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:1, Eclogite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:2, Marble Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:3, Quartzite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:4, Blue Schist Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:5, Green Schist Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:6, Soapstone Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:7, Migmatite Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:0, Limestone Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:1, Chalk Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:2, Shale Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:3, Siltstone Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:4, Lignite Block Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:5, Dolomite Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:6, Greywacke Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:7, Chert Peridot Ore
undergroundbiomes:igneous_stone_lapis_ore:0, Red Granite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:1, Black Granite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:2, Rhyolite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:3, Andesite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:4, Gabbro Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:5, Basalt Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:6, Komatiite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:7, Dacite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:0, Gneiss Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:1, Eclogite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:2, Marble Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:3, Quartzite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:4, Blue Schist Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:5, Green Schist Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:6, Soapstone Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:7, Migmatite Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:0, Limestone Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:1, Chalk Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:2, Shale Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:3, Siltstone Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:4, Lignite Block Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:5, Dolomite Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:6, Greywacke Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:7, Chert Lapis Lazuli Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:0, Red Granite Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:1, Black Granite Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:2, Rhyolite Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:3, Andesite Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:4, Gabbro Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:5, Basalt Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:6, Komatiite Wolframium Ore
undergroundbiomes:igneous_stone_endreborn_block_wolframium_ore:7, Dacite Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:0, Gneiss Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:1, Eclogite Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:2, Marble Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:3, Quartzite Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:4, Blue Schist Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:5, Green Schist Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:6, Soapstone Wolframium Ore
undergroundbiomes:metamorphic_stone_endreborn_block_wolframium_ore:7, Migmatite Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:0, Limestone Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:1, Chalk Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:2, Shale Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:3, Siltstone Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:4, Lignite Block Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:5, Dolomite Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:6, Greywacke Wolframium Ore
undergroundbiomes:sedimentary_stone_endreborn_block_wolframium_ore:7, Chert Wolframium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:2, Marble Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:7, Chert Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:0, Red Granite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:1, Black Granite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:2, Rhyolite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:3, Andesite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:4, Gabbro Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:5, Basalt Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:6, Komatiite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:7, Dacite Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:0, Gneiss Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:1, Eclogite Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:2, Marble Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:3, Quartzite Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:4, Blue Schist Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:5, Green Schist Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:6, Soapstone Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:7, Migmatite Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:0, Limestone Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:1, Chalk Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:2, Shale Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:3, Siltstone Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:4, Lignite Block Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:5, Dolomite Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:6, Greywacke Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:7, Chert Uranium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_1:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:2, Marble Copper Ore
